# AUTO-GENERATED by tools/datamine_item_play_regions.py --emit -- DO NOT EDIT.
# Per ITEM PLACEMENT: the play_region id(s) of the ground the pickup stands on,
#   read from MSB Region/PlayArea <PlayRegionID> by point-in-volume test -- the
#   exact id the client's kick-watch reads. buckets = ID // 100.
# One row per placement: a flag placed in two maps has two rows (442 flags are).
# source: volume:/interior-vol: = a volume CONTAINS it (the ruling); seam:/
#   interior-seam: = within 8 m of a volume face; tile-default/interior-map =
#   the PlayRegionParam default for its own tile; '-' = no answer, and absence
#   of an answer is NOT evidence about the region.
# Calibrated by --graces against greenfield/grace_ground.tsv (docs/PLAYAREA-ITEM-SCAN.md).
flag	map_id	play_region_ids	buckets	source
400401	m14_00_00_00	1400003	14000	interior-seam:プレイ領域 1400003 オープン湖 モンサン 03@6.9m
400401	m60_41_33_00	-	-	none
400401	m60_51_36_00	6400090	64000	volume:領域 攻撃禁止区域 B
400412	m60_36_41_00	3105090	31050	volume:領域パーツ プレイ領域 3105090 ②
400421	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
400421	m11_10_00_00	1110000	11100	interior-map
400421	m60_34_42_00	6200002	62000	tile-default
400431	m31_11_00_00	3111000;3111001;3111002	31110	interior-map
400441	m60_37_53_00	-	-	none
400451	m11_10_00_00	1110000	11100	interior-map
400451	m16_00_00_00	1600013	16000	interior-seam:プレイ領域（Compositeパーツ） 1600013 ②@6.1m
400451	m60_37_44_00	-	-	none
400451	m60_39_44_00	-	-	none
400602	m20_01_00_00	2001000;2001001;2001002;2001003;2001004;2001005;2001006;2001007;2001090	20010	interior-map
400602	m21_01_00_00	2101005	21010	interior-vol:領域 プレイ領域 2101005-5
400602	m61_46_42_00	-	-	none
400644	m20_01_00_00	2001000;2001001;2001002;2001003;2001004;2001005;2001006;2001007;2001090	20010	interior-map
400644	m61_45_42_00	-	-	none
400710	m61_52_40_00	-	-	none
400711	m61_48_42_00	-	-	none
400901	m60_44_39_00	6100004	61000	tile-default
400901	m60_44_39_10	6100004	61000	tile-default
400902	m60_45_36_00	-	-	none
400902	m60_45_36_10	-	-	none
400903	m60_41_36_00	-	-	none
400904	m60_44_33_00	6102000	61020	tile-default
400905	m60_38_41_00	-	-	none
400906	m60_41_32_00	-	-	none
400907	m60_35_45_00	1400011	14000	volume:プレイ領域 モンサン前階段05
400908	m60_36_49_00	-	-	none
400909	m60_43_53_00	-	-	none
400910	m60_40_52_00	-	-	none
400911	m60_37_54_00	6302000	63020	tile-default
400912	m60_48_38_00	-	-	none
400913	m60_49_37_00	-	-	none
400915	m60_48_41_00	-	-	none
400916	m60_51_56_00	6501002	65010	volume:プレイ領域 6501002 構成パーツ1
400917	m12_02_00_00	1202000;1202001;1202002;1202003;1202004;1202005;1202006;1202007;1202011;1202012;1202013;1202020;1202032;1202033;1202034	12020	interior-map
400918	m12_01_00_00	1201000;1201001;1201002;1201003;1201011;1201012;1201013;1201014;1201015;1201016;1201017	12010	interior-map
400919	m12_05_00_00	1205000;1205001;1205002;1205003;1205004;1205005;1205006;1205007;1205090	12050	interior-map
580300	m60_43_36_00	6100001	61000	seam:マルチプレイ上書き領域 緑北 {2}@0.7m
580310	m60_36_50_00	-	-	none
580320	m60_41_52_00	6300005	63000	tile-default
580330	m60_50_56_00	-	-	none
580340	m60_42_35_00	-	-	none
580350	m60_42_54_00	-	-	none
580360	m60_51_40_00	6402000	64020	volume:領域 プレイ領域 6402000 A
580400	m61_45_43_00	6800000	68000	tile-default
580410	m61_46_45_00	-	-	none
580410	m61_46_45_10	-	-	none
580420	m61_53_39_00	-	-	none
580600	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
580600	m21_01_00_00	2101000;2101001;2101002;2101003;2101004;2101005;2101006;2101010;2101011;2101012;2101013	21010	interior-map
580600	m22_00_00_00	2200000;2200001;2200002;2200003;2200004;2200090	22000	interior-map
580600	m61_45_42_00	-	-	none
580600	m61_46_42_00	-	-	none
580600	m61_46_47_00	6940000	69400	tile-default
580600	m61_46_47_10	6940000	69400	tile-default
580600	m61_47_44_00	6810000;6820000	68100;68200	tile-default
580600	m61_47_44_10	6810000;6820000	68100;68200	tile-default
580600	m61_48_37_00	-	-	none
580600	m61_48_43_00	-	-	none
580600	m61_48_45_00	6900000	69000	tile-default
580600	m61_49_44_00	-	-	none
580600	m61_50_43_00	6900000	69000	volume:プレイ領域 6900000
590200	m60_43_37_00	3201001;6100000	32010;61000	tile-default
10007005	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007015	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007025	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007030	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007035	m10_00_00_00	1000003	10000	interior-seam:プレイ領域 Compositeパーツ 1000003 ①@1.4m
10007040	m10_00_00_00	1000001	10000	interior-vol:プレイ領域 Compositeパーツ 1000001 ①
10007050	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007060	m10_00_00_00	1000005	10000	interior-vol:プレイ領域 Compositeパーツ 1000005 ⑥
10007080	m10_00_00_00	1000005	10000	interior-vol:プレイ領域 Compositeパーツ 1000005 ③
10007090	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007100	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007110	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007120	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007130	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007140	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007150	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007160	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007170	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007180	m10_00_00_00	1000003	10000	interior-seam:プレイ領域 Compositeパーツ 1000003 ③@1.4m
10007190	m10_00_00_00	1000003	10000	interior-seam:プレイ領域 Compositeパーツ 1000003 ③@1.1m
10007200	m10_00_00_00	1000003	10000	interior-vol:プレイ領域 Compositeパーツ 1000003 ①
10007210	m10_00_00_00	1000003	10000	interior-vol:プレイ領域 Compositeパーツ 1000003 ②（差）
10007220	m10_00_00_00	1000003	10000	interior-seam:プレイ領域 Compositeパーツ 1000003 ①@6.6m
10007230	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007240	m10_00_00_00	1000003	10000	interior-seam:プレイ領域 Compositeパーツ 1000003 ②（差）@7.5m
10007250	m10_00_00_00	1000003	10000	interior-vol:プレイ領域 Compositeパーツ 1000003 ①
10007260	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007270	m10_00_00_00	1000003	10000	interior-seam:プレイ領域 Compositeパーツ 1000003 ④@1.7m
10007280	m10_00_00_00	1000003	10000	interior-vol:プレイ領域 Compositeパーツ 1000003 ④
10007290	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007300	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007310	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007320	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007330	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007340	m10_00_00_00	1000005	10000	interior-seam:プレイ領域 Compositeパーツ 1000005 ⑥@1.3m
10007350	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007360	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007370	m10_00_00_00	1000005	10000	interior-seam:プレイ領域 Compositeパーツ 1000005 ⑥@7.2m
10007380	m10_00_00_00	1000005	10000	interior-vol:プレイ領域 Compositeパーツ 1000005 ③
10007390	m10_00_00_00	1000005	10000	interior-vol:プレイ領域 Compositeパーツ 1000005 ③
10007400	m10_00_00_00	1000005	10000	interior-vol:プレイ領域 Compositeパーツ 1000005 ③
10007410	m10_00_00_00	1000007	10000	interior-seam:プレイ領域 Compositeパーツ 1000007 ①@0.0m
10007430	m10_00_00_00	1000005	10000	interior-seam:プレイ領域 Compositeパーツ 1000005 ④@7.4m
10007440	m10_00_00_00	1000005	10000	interior-vol:プレイ領域 Compositeパーツ 1000005 ③
10007450	m10_00_00_00	1000005	10000	interior-vol:プレイ領域 Compositeパーツ 1000005 ③
10007460	m10_00_00_00	1000005	10000	interior-vol:プレイ領域 Compositeパーツ 1000005 ③
10007470	m10_00_00_00	1000007	10000	interior-vol:プレイ領域 Compositeパーツ 1000007 ①
10007500	m10_00_00_00	1000005	10000	interior-vol:プレイ領域 Compositeパーツ 1000005 ③
10007510	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007520	m10_00_00_00	1000006	10000	interior-vol:プレイ領域 Compositeパーツ 1000006 ①
10007530	m10_00_00_00	1000006	10000	interior-vol:プレイ領域 Compositeパーツ 1000006 ①
10007540	m10_00_00_00	1000006	10000	interior-vol:プレイ領域 Compositeパーツ 1000006 ②
10007550	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007560	m10_00_00_00	1000006	10000	interior-vol:プレイ領域 Compositeパーツ 1000006 ②
10007570	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007580	m10_00_00_00	1000006	10000	interior-vol:プレイ領域 Compositeパーツ 1000006 ②
10007590	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007600	m10_00_00_00	1000005	10000	interior-vol:プレイ領域 Compositeパーツ 1000005 ③
10007610	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007620	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007630	m10_00_00_00	1000005	10000	interior-seam:プレイ領域 Compositeパーツ 1000005 ①@1.3m
10007640	m10_00_00_00	1000005	10000	interior-vol:プレイ領域 Compositeパーツ 1000005 ①
10007650	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007660	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007670	m10_00_00_00	1000005	10000	interior-seam:プレイ領域 Compositeパーツ 1000005 ①@4.9m
10007680	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007690	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007700	m10_00_00_00	1000005	10000	interior-seam:プレイ領域 Compositeパーツ 1000005 ①@4.6m
10007710	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007720	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007730	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007740	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007750	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007760	m10_00_00_00	1000012	10000	interior-vol:プレイ領域 Compositeパーツ 1000012 ①
10007780	m10_00_00_00	1000005	10000	interior-vol:プレイ領域 Compositeパーツ 1000005 ①
10007790	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007800	m10_00_00_00	1000011	10000	interior-vol:プレイ領域 Compositeパーツ 1000011 ②
10007810	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007820	m10_00_00_00	1000011	10000	interior-vol:プレイ領域 Compositeパーツ 1000011 ③
10007830	m10_00_00_00	1000011	10000	interior-vol:プレイ領域 Compositeパーツ 1000011 ③
10007840	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007850	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007860	m10_00_00_00	1000012	10000	interior-seam:プレイ領域 Compositeパーツ 1000012 ①@4.7m
10007870	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007880	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007890	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007900	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007910	m10_00_00_00	1000012	10000	interior-seam:プレイ領域 Compositeパーツ 1000012 ②@7.3m
10007920	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007930	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007940	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007950	m10_00_00_00	1000005	10000	interior-vol:プレイ領域 Compositeパーツ 1000005 ④
10007960	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007965	m10_00_00_00	1000005	10000	interior-vol:プレイ領域 Compositeパーツ 1000005 ③
10007970	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007975	m10_00_00_00	1000005	10000	interior-seam:プレイ領域 Compositeパーツ 1000005 ③@0.8m
10007980	m10_00_00_00	1000000;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000011;1000012;1000013;1000090;1000091	10000	interior-map
10007990	m10_00_00_00	1000005	10000	interior-vol:プレイ領域 Compositeパーツ 1000005 ③
10017010	m10_01_00_00	1001000;1001001;1001002;1001003;1001090	10010	interior-map
10017900	m10_01_00_00	1001000;1001001;1001002;1001003;1001090	10010	interior-map
11007000	m11_00_00_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
11007000	m11_05_00_00	1105091	11050	interior-vol:プレイ領域 1105091 {2}
11007005	m11_00_00_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
11007010	m11_00_00_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
11007010	m11_05_00_00	1105091	11050	interior-seam:プレイ領域 1105091@6.1m
11007015	m11_00_00_00	1100010	11000	interior-vol:プレイ領域 Compositeパーツ② 1100010
11007015	m11_05_00_00	1105011	11050	interior-seam:プレイ領域 1105011 大樹聖堂手前@1.8m
11007020	m11_00_00_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
11007025	m11_00_00_00	1100091	11000	interior-seam:プレイ領域 1100091 出口白壁直後 上書き用 マルチ禁止 {2}@3.7m
11007025	m11_05_00_00	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
11007030	m11_00_00_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
11007030	m11_05_00_00	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
11007035	m11_00_00_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
11007040	m11_00_00_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
11007040	m11_05_00_00	1105000;1105001;1105002;1105010;1105011;1105012;1105013;1105014;1105020;1105090;1105091;1105092;1105093	11050	interior-map
11007045	m11_00_00_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
11007050	m11_00_00_00	1100012	11000	interior-seam:プレイ領域 Compositeパーツ① 1100012 {2}@6.0m
11007055	m11_00_00_00	1100000;1100001;1100002;1100010;1100011;1100012;1100013;1100014;1100015;1100016;1100017;1100018;1100019;1100021;1100090;1100091;1100092	11000	interior-map
